MP:0005282	decreased fatty acid level
ZP:0007716	abnormal(ly) aplastic pronephric duct opening
ZP:0007115	abnormal(ly) decreased occurrence protein kinase activity
ZP:0007116	abnormal(ly) disrupted epithelial structure maintenance
HP:0012142	Pancreatic squamous cell carcinoma
HP:0009592	Astrocytoma
HP:0012182	Oropharyngeal squamous cell carcinoma
HP:0006725	Pancreatic adenocarcinoma
MP:0009043	increased pancreas adenoma incidence
MP:0009319	increased small lymphocytic lymphoma incidence
MP:0010276	increased intraocular melanoma incidence
HP:0100255	Metaphyseal dysplasia
ZP:0005693	abnormal(ly) present in fewer numbers in organism adaxial cell
MP:0000526	small inner medullary pyramid
HP:0006772	Renal angiomyolipoma
MP:0001149	testicular hyperplasia
MP:0000840	abnormal epithalamus morphology
MP:0004535	absent inner hair cell stereocilia
MP:0004526	absent cochlear hair cell stereocilia
MP:0004588	abnormal vestibular hair cell development
MP:0004590	absent Deiters cells
MP:0004308	abnormal basilar membrane morphology
MP:0004306	small Rosenthal canal
MP:0009592	increased Leydig cell tumor incidence
ZP:0002907	abnormal(ly) disrupted regulation of mitotic cell cycle, embryonic
MP:0008259	abnormal optic disc morphology
ZP:0001597	abnormal(ly) disrupted definitive erythrocyte differentiation
MP:0012267	abnormal red nucleus morphology
MP:0012268	absent red nucleus
MP:0003167	abnormal scala tympani morphology
MP:0004479	abnormal oval window morphology
MP:0004287	abnormal spiral limbus morphology
MP:0004286	abnormal internal auditory canal morphology
MP:0006025	distended Reissner membrane
MP:0004862	small scala tympani
MP:0009605	decreased keratohyalin granule number
ZP:0003329	abnormal(ly) decreased volume forebrain
MP:0002785	absent Leydig cells
ZP:0004421	abnormal(ly) position adaxial cell
HP:0012273	Increased carotid artery intimal medial thickness
MP:0011442	abnormal renal sodium ion transport
MP:0009294	increased interscapular fat pad weight
MP:0001599	abnormal blood volume
MP:0010758	increased right ventricle systolic pressure
MP:0006274	abnormal urine sodium level
MP:0009010	abnormal diestrus
MP:0010064	increased circulating creatine level
MP:0005346	abnormal circulating aldosterone level
MP:0001993	abnormal blinking
MP:0009135	abnormal brown fat cell size
MP:0009128	decreased brown fat cell number
MP:0009119	increased brown fat cell size
MP:0012126	abnormal placenta hemotrichorial membrane morphology
MP:0006062	abnormal vena cava morphology
MP:0008253	absent megakaryocytes
ZP:0001381	abnormal(ly) present in greater numbers in organism spinal cord motor neuron
ZP:0001377	abnormal(ly) decreased occurrence cyclin-dependent protein serine/threonine kinase activity
ZP:0001379	abnormal(ly) present in greater numbers in organism brain motor neuron
MP:0002923	increased post-tetanic potentiation
HP:0008166	Decreased beta-galactosidase activity
HP:0010729	Cherry red spot of the macula
MP:0008418	abnormal cutaneous elastic fiber morphology
MP:0009613	thin epidermis suprabasal layer
HP:0004802	Episodic hemolytic anemia
HP:0004870	Chronic hemolytic anemia
HP:0004929	Coronary atherosclerosis
HP:0001902	Giant platelets
HP:0011876	Abnormal platelet volume
MP:0010078	increased circulating plant sterol level
HP:0007552	Abnormal subcutaneous fat tissue distribution
HP:0002401	Stroke-like episodes
ZP:0005071	abnormal(ly) decreased distance Meckel's cartilage towards ceratohyal cartilage
ZP:0005158	abnormal(ly) present in greater numbers in organism spinal cord secondary motor neuron
ZP:0005156	abnormal(ly) decreased occurrence protein N-linked glycosylation
HP:0007351	Upper limb postural tremor
HP:0007131	Acute demyelinating polyneuropathy
HP:0004336	Myelin outfoldings
HP:0003449	Cold-induced muscle cramps
MP:0011906	increased Schwann cell proliferation
ZP:0005678	abnormal(ly) decreased size solid lens vesicle
MP:0011231	abnormal vitamin E level
HP:0001891	Iron deficiency anemia
MP:0008738	abnormal liver iron level
MP:0008739	abnormal spleen iron level
MP:0010689	thin hair follicle outer rooth sheath
MP:0011284	abnormal circulating erythropoietin level
ZP:0007810	abnormal(ly) present in fewer numbers in organism erythroid progenitor cell
HP:0004886	Congenital laryngeal stridor
HP:0002503	Spinocerebellar tract degeneration
HP:0002478	Progressive spastic quadriplegia
HP:0100709	Reduction of oligodendroglia
MP:0010160	increased oligodendrocyte number
MP:0009421	increased gastrocnemius weight
MP:0009301	decreased parametrial fat pad weight
MP:0008032	abnormal lipolysis
ZP:0002869	abnormal(ly) disrupted mitotic centrosome separation
ZP:0002868	abnormal(ly) arrested mitotic prometaphase
ZP:0002871	abnormal(ly) disrupted mitotic cell cycle, embryonic
ZP:0002870	abnormal(ly) increased occurrence chromosome condensation
ZP:0002876	abnormal(ly) fragile integument
ZP:0002878	abnormal(ly) position cell centrosome
ZP:0002873	abnormal(ly) disrupted spindle assembly involved in mitosis
ZP:0002874	abnormal(ly) apoptotic median fin fold
ZP:0002392	abnormal(ly) disrupted mitotic metaphase plate congression
ZP:0002881	abnormal(ly) present in fewer numbers in organism neuron
ZP:0002761	abnormal(ly) structure brain
MP:0004061	papillary muscle hypoplasia
HP:0002588	Duodenal ulcer
MP:0003434	decreased susceptibility to induced choroidal neovascularization
MP:0005035	perianal ulceration
HP:0004791	Esophageal ulceration
MP:0009507	abnormal mammary gland connective tissue morphology
MP:0011507	kidney thrombosis
HP:0007585	Skin fragility with non-scarring blistering
HP:0008401	Onychogryposis of toenails
HP:0012227	Urethral stricture
HP:0011859	Punctate keratitis
HP:0004552	Scarring alopecia of scalp
MP:0001232	absent epidermis stratum basale
ZP:0004930	abnormal(ly) aplastic posterior cardinal vein
ZP:0004761	abnormal(ly) arrested angiogenesis
ZP:0003063	abnormal(ly) contractility cardiac ventricle
ZP:0004926	abnormal(ly) disrupted granulocyte differentiation
HP:0100279	Ulcerative colitis
HP:0011950	Bronchiolitis
MP:0009925	increased transitional stage T2 B cell number
ZP:0005462	abnormal(ly) branched primary motor neuron
ZP:0005460	abnormal(ly) disorganized cerebellar central artery
ZP:0005461	abnormal(ly) present in fewer numbers in organism inner optic circle
MP:0009449	increased platelet ATP level
MP:0004210	abnormal bitter taste sensitivity
HP:0001820	Leukonychia
MP:0005649	increased spleen neoplasm incidence
MP:0004270	analgesia
ZP:0000881	abnormal(ly) size opercle
ZP:0001088	abnormal(ly) aplastic branchiostegal ray
ZP:0000892	abnormal(ly) decreased size branchiostegal ray
ZP:0000927	abnormal(ly) increased width hyosymplectic cartilage
ZP:0005104	abnormal(ly) present in fewer numbers in organism osteoblast
ZP:0000910	abnormal(ly) quality splanchnocranium
ZP:0005098	abnormal(ly) has extra parts of type cranium towards cranial cartilage
ZP:0000908	abnormal(ly) mislocalised posteriorly Meckel's cartilage
ZP:0005100	abnormal(ly) aplastic branchiostegal ray 3
ZP:0005101	abnormal(ly) curved lateral palatoquadrate cartilage
ZP:0005102	abnormal(ly) curved medial palatoquadrate cartilage
ZP:0005103	abnormal(ly) mislocalised cartilage element
HP:0007628	Mandibular condyle hypoplasia
HP:0008537	Cleft at the superior portion of the pinna
HP:0007627	Mandibular condyle aplasia
HP:0004453	Overfolding of the superior helices
HP:0009088	Speech articulation difficulties
HP:0012204	Recurrent vulvovaginal candidiasis
HP:0004850	Recurrent deep vein thrombosis
MP:0002935	chronic joint inflammation
MP:0010723	paternal effect
HP:0008148	Impaired epinephrine-induced platelet aggregation
MP:0003435	herniated seminal vesicle
MP:0003033	abnormal pulmonary vascular resistance
MP:0003221	abnormal cardiomyocyte apoptosis
HP:0005564	Absence of renal corticomedullary differentiation
MP:0009498	abnormal extrahepatic bile duct morphology
MP:0012238	abnormal cholangiocyte primary cilium morphology
MP:0010751	decreased susceptibility to parasitic infection induced morbidity/mortality
ZP:0002117	abnormal(ly) process quality pharyngeal system development
ZP:0002118	abnormal(ly) physical object quality pectoral fin bud
ZP:0002119	abnormal(ly) aplastic pharyngeal pouch 3
ZP:0001712	abnormal(ly) physical object quality pharyngeal arch 3-7
ZP:0002114	abnormal(ly) process quality endoderm development
ZP:0002115	abnormal(ly) process quality neural crest cell differentiation
ZP:0002124	abnormal(ly) aplastic pharyngeal arch 6 skeleton
ZP:0002125	abnormal(ly) aplastic pharyngeal arch 4 skeleton
ZP:0002126	abnormal(ly) aplastic pharyngeal arch 5 skeleton
ZP:0001694	abnormal(ly) process quality retinoic acid receptor signaling pathway
ZP:0002120	abnormal(ly) aplastic pharyngeal pouch 6
ZP:0002121	abnormal(ly) aplastic pharyngeal pouch 5
ZP:0002122	abnormal(ly) aplastic pharyngeal pouch 4
ZP:0002123	abnormal(ly) aplastic pharyngeal arch 7 skeleton
ZP:0002107	abnormal(ly) organization quality rhombomere neuron
ZP:0002106	abnormal(ly) mislocalised facial nerve motor nucleus
ZP:0002105	abnormal(ly) disrupted brain segmentation
ZP:0002109	abnormal(ly) atrophied pectoral fin
ZP:0002112	abnormal(ly) deformed trabecula cranii
ZP:0002113	abnormal(ly) present in fewer numbers in organism CNS interneuron
HP:0006698	Ventricular aneurysm
ZP:0007249	abnormal(ly) increased accumulation blood towards yolk
ZP:0007250	abnormal(ly) structure heart cell-cell junction
ZP:0007251	abnormal(ly) present in fewer numbers in organism heart desmosome
MP:0012237	increased cholangiocyte apoptosis
MP:0012236	abnormal cholangiocyte morphology
ZP:0006919	abnormal(ly) truncated pronephros anterior region
ZP:0006918	abnormal(ly) structure pronephros anterior region
ZP:0006914	abnormal(ly) decreased occurrence protein autophosphorylation
ZP:0006913	abnormal(ly) increased occurrence cell proliferation involved in pronephros development
ZP:0006912	abnormal(ly) disrupted cell migration involved in kidney development
ZP:0006925	abnormal(ly) cystic renal glomerulus
ZP:0006924	abnormal(ly) decreased size pronephric duct opening
ZP:0006921	abnormal(ly) decreased length cloacal chamber cilium
ZP:0004078	abnormal(ly) arrested cell migration
ZP:0006085	abnormal(ly) decreased thickness pronephric glomerulus
ZP:0005051	abnormal(ly) edematous gut
ZP:0005564	abnormal(ly) increased size pronephric glomerulus
ZP:0002247	abnormal(ly) curved dorsal whole organism anterior/posterior axis
ZP:0005655	abnormal(ly) asynchronous heart contraction
ZP:0006909	abnormal(ly) decreased occurrence calmodulin-dependent protein kinase activity
ZP:0004859	abnormal(ly) increased size pronephric duct
HP:0001726	Increased prevalence of valvular disease
HP:0008696	Renal hamartoma
MP:0003338	pancreas lipomatosis
HP:0012100	Abnormal circulating creatinine level
HP:0007700	Anterior segment dysgenesis
MP:0012101	acoria
ZP:0007361	abnormal(ly) lacks all parts of type pretectum towards dopaminergic neuron
ZP:0007362	abnormal(ly) has fewer parts of type pretectum towards dopaminergic neuron
ZP:0007363	abnormal(ly) has fewer parts of type locus coeruleus towards dopaminergic neuron
ZP:0007359	abnormal(ly) lacks all parts of type retinal inner nuclear layer towards amacrine cell
ZP:0007358	abnormal(ly) disorganized diencephalon dopaminergic neuron
ZP:0007356	abnormal(ly) lacks all parts of type diencephalon towards dopaminergic neuron
HP:0000558	Rieger anomaly
HP:0007730	Iris hypopigmentation
HP:0011500	Polycoria
MP:0009490	abnormal heart left atrium auricular region morphology
MP:0010030	abnormal orbit morphology
MP:0003818	abnormal eye muscle development
MP:0012273	axial mesoderm hypoplasia
MP:0008726	enlarged heart left atrium
HP:0009916	Anisocoria
MP:0003687	abnormal intraocular muscle morphology
MP:0004224	absent trabecular meshwork
ZP:0008936	abnormal(ly) hypoplastic ceratobranchial cartilage
ZP:0010589	abnormal(ly) decreased length eye dorsal/ventral axis
ZP:0010588	abnormal(ly) decreased length eye anterior/posterior axis
ZP:0010591	abnormal(ly) hypoplastic basibranchial
ZP:0010598	abnormal(ly) mislocalised ventrally pharyngeal arch 2 skeleton
ZP:0010493	abnormal(ly) position Meckel's cartilage
ZP:0010599	abnormal(ly) position ceratohyal cartilage
ZP:0010592	abnormal(ly) absent branchial muscle
ZP:0010593	abnormal(ly) increased thickness medial rectus
ZP:0010606	abnormal(ly) has extra parts of type ocular blood vessel towards hyaloid vessel
ZP:0010604	abnormal(ly) increased accumulation anterior segment eye towards cell
ZP:0010605	abnormal(ly) disorganized anterior segment eye cell
ZP:0010602	abnormal(ly) disorganized hyaloid vessel
ZP:0010603	abnormal(ly) structure anterior segment eye
ZP:0010600	abnormal(ly) hypoplastic basihyal cartilage
ZP:0010601	abnormal(ly) disorganized corneal epithelium
ZP:0001065	abnormal(ly) absent pharyngeal arch cartilage
HP:0009183	Joint contractures of the 5th finger
HP:0006190	Radially deviated wrists
MP:0004688	absent ilium
MP:0004689	small ischium
ZP:0002185	abnormal(ly) disrupted neuron projection development
ZP:0002779	abnormal(ly) present in fewer numbers in organism CaP motoneuron axon
ZP:0006441	abnormal(ly) present in fewer numbers in organism spinal cord sensory neuron
MP:0012301	absent umbilical cord blood vessels
HP:0012309	Cutaneous amyloidosis
HP:0005401	Recurrent candida infections
MP:0005002	abnormal T cell clonal deletion
MP:0001747	hypersecretion of adrenocorticotropin
ZP:0000185	abnormal(ly) malformed optic stalk
ZP:0000178	abnormal(ly) decreased rate retinoic acid catabolic process
ZP:0000179	abnormal(ly) process quality forebrain morphogenesis
ZP:0000176	abnormal(ly) process quality hypothalamus development
ZP:0000182	abnormal(ly) physical object quality diencephalon
ZP:0000181	abnormal(ly) ventralized optic vesicle
MP:0004639	fused metacarpal bones
ZP:0000821	abnormal(ly) decreased size pharyngeal arch 1
ZP:0000823	abnormal(ly) mislocalised melanoblast
ZP:0000785	abnormal(ly) decreased process quality forebrain development
ZP:0000784	abnormal(ly) decreased process quality melanocyte differentiation
ZP:0000795	abnormal(ly) cellular quality hypothalamus
ZP:0000793	abnormal(ly) decreased process quality melanocyte migration
ZP:0004765	abnormal(ly) shortened ventral mandibular arch
ZP:0004766	abnormal(ly) shortened pharyngeal arch 2
ZP:0000781	abnormal(ly) decreased process quality neural crest cell differentiation
ZP:0000808	abnormal(ly) mislocalised dorsally cranial neural crest
ZP:0000777	abnormal(ly) decreased process quality neural crest cell migration
ZP:0000800	abnormal(ly) malformed tectal ventricle
ZP:0000801	abnormal(ly) decreased size ventral thalamus
ZP:0000809	abnormal(ly) malformed optic fissure
ZP:0000811	abnormal(ly) cellular quality pharyngeal arch
ZP:0000790	abnormal(ly) decreased process quality embryonic neurocranium morphogenesis
ZP:0000789	abnormal(ly) disrupted negative regulation of transcription, DNA-templated
ZP:0000799	abnormal(ly) decreased size tectal ventricle
ZP:0000796	abnormal(ly) decreased size retinal neural layer
ZP:0000779	abnormal(ly) process quality regulation of mitotic cell cycle, embryonic
HP:0000068	Urethral atresia
ZP:0005113	abnormal(ly) disrupted axis elongation
ZP:0005115	abnormal(ly) lateralized gut
ZP:0005117	abnormal(ly) mislocalised laterally liver
ZP:0005118	abnormal(ly) mislocalised laterally pancreas
ZP:0005120	abnormal(ly) shortened trunk anterior/posterior axis
MP:0010853	abnormal lung position or orientation
MP:0009916	absent hyoid bone greater horns
HP:0011616	Pulmonary situs inversus
HP:0001683	Ectopia cordis
MP:0011578	increased lipoprotein lipase activity
HP:0007889	Iridescent posterior subcapsular cataract
HP:0008232	Elevated follicle stimulating hormone
ZP:0003938	abnormal(ly) malformed forebrain
ZP:0003941	abnormal(ly) disorganized pharyngeal arch 3-7
MP:0004388	absent prechordal plate
ZP:0005083	abnormal(ly) delayed exocrine pancreas development
ZP:0005084	abnormal(ly) decreased size anterior pancreatic bud
ZP:0004169	abnormal(ly) disrupted peptidase activity
MP:0011934	abnormal branching involved in pancreas development
MP:0011935	abnormal pancreatic bud formation
MP:0009170	abnormal pancreatic islet size
MP:0009156	absent pancreatic acini
ZP:0002644	abnormal(ly) structure forebrain
ZP:0008414	abnormal(ly) decreased process quality pharyngeal arch transforming growth factor beta receptor signaling pathway
